"Story","Title","Result","Date","Stability","Duration (s)"
"Reports tab in SMT application for Store Operator user","Verify user is able to download all excel report","FAILURE","2023-01-23T20:14:58.187+05:30[Asia/Calcutta]","0.0","189.98"
