"Story","Title","Result","Date","Stability","Duration (s)"
"Store Data tab in SMT application for Store Operator user","Verify user is able to update storage data","FAILURE","2022-12-27T16:25:07.806+05:30[Asia/Calcutta]","0.0","37.6"
